PDB ID,UniProt Accession,EC ID,Enzyme Name
3fqm,Q9WMX2,2.7.7.48,RNA-directed RNA polymerase
2m6x,O39928,2.7.7.48,RNA-directed RNA polymerase
2xhv,O92972,2.7.7.48,RNA-directed RNA polymerase
4a1x,P26662,2.7.7.48,RNA-directed RNA polymerase
4j1v,Q99IB8,2.7.7.48,RNA-directed RNA polymerase
4wm8,Q68T42,2.7.7.48,RNA-directed RNA polymerase
5w3m,P03303,2.7.7.48,RNA-directed RNA polymerase
5jzg,E5D8F2,2.7.7.48,RNA-directed RNA polymerase
2hrv,P04936,2.7.7.48,RNA-directed RNA polymerase
4hdh,P27395,2.7.7.48,RNA-directed RNA polymerase
2hcn,P14335,2.7.7.48,RNA-directed RNA polymerase
6bid,Q83883,2.7.7.48,RNA-directed RNA polymerase
1rdr,P03300,2.7.7.48,RNA-directed RNA polymerase
1khv,P27410,2.7.7.48,RNA-directed RNA polymerase
5cfc,C0MHL9,2.7.7.48,RNA-directed RNA polymerase
2ckw,Q69014,2.7.7.48,RNA-directed RNA polymerase
3cji,Q155Z9,2.7.7.48,RNA-directed RNA polymerase
5o6a,Q01299,2.7.7.48,RNA-directed RNA polymerase
1svb,P14336,2.7.7.48,RNA-directed RNA polymerase
1lvb,P04517,2.7.7.48,RNA-directed RNA polymerase
3rnv,P89509,2.7.7.48,RNA-directed RNA polymerase
3mmg,P09814,2.7.7.48,RNA-directed RNA polymerase
5idk,P06935,2.7.7.48,RNA-directed RNA polymerase
5yof,Q32ZE1,2.7.7.48,RNA-directed RNA polymerase
6co8,A0A024B7W1,2.7.7.48,RNA-directed RNA polymerase
3gpg,Q8JUX6,2.7.7.48,RNA-directed RNA polymerase
5ezq,P27282,2.7.7.48,RNA-directed RNA polymerase
4gua,P03317,2.7.7.48,RNA-directed RNA polymerase
5lw5,P10358,2.7.7.48,RNA-directed RNA polymerase
4s1t,P0C6X1,2.7.7.48,RNA-directed RNA polymerase
3vc8,P0C6X9,2.7.7.48,RNA-directed RNA polymerase
3ub0,Q98VG9,2.7.7.48,RNA-directed RNA polymerase
5c94,P0C6Y3,2.7.7.48,RNA-directed RNA polymerase
5c5o,P0C6X7,2.7.7.48,RNA-directed RNA polymerase
4a8s,P11124,2.7.7.48,RNA-directed RNA polymerase
3mmp,P14647,2.7.7.48,RNA-directed RNA polymerase
3a1g,P03431,2.7.7.48,RNA-directed RNA polymerase
2pus,Q9Q6Q5,2.7.7.48,RNA-directed RNA polymerase
3zed,P22173,2.7.7.48,RNA-directed RNA polymerase
1muk,P0CK31,2.7.7.48,RNA-directed RNA polymerase
2r7r,O37061,2.7.7.48,RNA-directed RNA polymerase
3wry,P03587,2.7.7.48,RNA-directed RNA polymerase
2ght,P24928,2.7.7.48,RNA-directed RNA polymerase
4ium,P19811,2.7.7.48,RNA-directed RNA polymerase
1vyb,O00370,2.7.7.49,RNA-directed DNA polymerase
3kks,P19560,2.7.7.49,RNA-directed DNA polymerase
1fmb,P32542,2.7.7.49,RNA-directed DNA polymerase
4mq3,P16088,2.7.7.49,RNA-directed DNA polymerase
3oym,P14350,2.7.7.49,RNA-directed DNA polymerase
1jvr,P03363,2.7.7.49,RNA-directed DNA polymerase
4g9f,P03366,2.7.7.49,RNA-directed DNA polymerase
5tc2,P04585,2.7.7.49,RNA-directed DNA polymerase
5teo,P12497,2.7.7.49,RNA-directed DNA polymerase
2l6e,P35963,2.7.7.49,RNA-directed DNA polymerase
6mih,P03355,2.7.7.49,RNA-directed DNA polymerase
5d7u,P03365,2.7.7.49,RNA-directed DNA polymerase
4fw1,P03354,2.7.7.49,RNA-directed DNA polymerase
1cxq,O92956,2.7.7.49,RNA-directed DNA polymerase
2jys,P23074,2.7.7.49,RNA-directed DNA polymerase
1ed1,P05897,2.7.7.49,RNA-directed DNA polymerase
3hph,P35956,2.7.7.49,RNA-directed DNA polymerase
3p1g,A1Z651,2.7.7.49,RNA-directed DNA polymerase
4lmo,Q4KTA7,2.7.7.49,RNA-directed DNA polymerase
2r4g,O77448,2.7.7.49,RNA-directed DNA polymerase
4ol8,Q99315,2.7.7.49,RNA-directed DNA polymerase
1ej6,P11079,2.7.7.50,mRNA guanylyltransferase
1p16,P78587,2.7.7.50,mRNA guanylyltransferase
3s24,O60942,2.7.7.50,mRNA guanylyltransferase
3rtx,O55236,2.7.7.50,mRNA guanylyltransferase
4pz7,P40997,2.7.7.50,mRNA guanylyltransferase
4ckb,P04298,2.7.7.50,mRNA guanylyltransferase
3bgy,Q5UQX1,2.7.7.50,mRNA guanylyltransferase
1ckm,Q84424,2.7.7.50,mRNA guanylyltransferase
4s1t,P0C6X1,2.7.7.50,mRNA guanylyltransferase
3vc8,P0C6X9,2.7.7.50,mRNA guanylyltransferase
3ub0,Q98VG9,2.7.7.50,mRNA guanylyltransferase
5c94,P0C6Y3,2.7.7.50,mRNA guanylyltransferase
5c5o,P0C6X7,2.7.7.50,mRNA guanylyltransferase
2yna,P0C6T4,2.7.7.50,mRNA guanylyltransferase
3d23,P0C6U3,2.7.7.50,mRNA guanylyltransferase
4m0w,P0C6U8,2.7.7.50,mRNA guanylyltransferase
2fit,P49789,2.7.7.51,adenylylsulfate--ammonia adenylyltransferase
4ud4,O13833,2.7.7.52,RNA uridylyltransferase
5wu6,Q9H6E5,2.7.7.52,RNA uridylyltransferase
2b4v,Q86MV5,2.7.7.52,RNA uridylyltransferase
3hj4,C7AJA4,2.7.7.52,RNA uridylyltransferase
3ano,P9WMK9,2.7.7.53,ATP adenylyltransferase
4i5t,P22108,2.7.7.53,ATP adenylyltransferase
3dd6,Q81LA9,2.7.7.56,tRNA nucleotidyltransferase
1w55,Q9PM68,2.7.7.60,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
2yc3,P69834,2.7.7.60,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
1i52,Q46893,2.7.7.60,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
1vpa,Q9X1B3,2.7.7.60,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
1c9k,Q05599,2.7.7.62,adenosylcobinamide-phosphate guanylyltransferase
3rsb,Q58517,2.7.7.62,adenosylcobinamide-phosphate guanylyltransferase
3tvk,P31129,2.7.7.65,diguanylate cyclase
6eib,A0A0H3AFM6,2.7.7.65,diguanylate cyclase
4zve,P0AA89,2.7.7.65,diguanylate cyclase
2wb4,B8GZM2,2.7.7.65,diguanylate cyclase
2i5e,Q8PU52,2.7.7.68,2-phospho-L-lactate guanylyltransferase
1r89,O28126,2.7.7.72,CCA tRNA nucleotidyltransferase
1miw,Q7SIB1,2.7.7.72,CCA tRNA nucleotidyltransferase
1ou5,Q96Q11,2.7.7.72,CCA tRNA nucleotidyltransferase
1zud,P30138,2.7.7.73,sulfur carrier protein ThiS adenylyltransferase
4mnd,O29976,2.7.7.74,1L-myo-inositol 1-phosphate cytidylyltransferase
1jlj,Q9NQX3,2.7.7.75,molybdopterin adenylyltransferase
6fgd,Q03555,2.7.7.75,molybdopterin adenylyltransferase
1di6,P0AF03,2.7.7.75,molybdopterin adenylyltransferase
2e8b,O67413,2.7.7.77,molybdenum cofactor guanylyltransferase
1e5k,P32173,2.7.7.77,molybdenum cofactor guanylyltransferase
3otd,Q9NWX6,2.7.7.79,tRNA(His) guanylyltransferase
3i2v,O95396,2.7.7.80,molybdopterin-synthase adenylyltransferase
1jw9,P12282,2.7.7.80,molybdopterin-synthase adenylyltransferase
2ggo,Q975F9,2.7.7.83,UDP-N-acetylgalactosamine diphosphorylase
1jv1,Q16222,2.7.7.83,UDP-N-acetylgalactosamine diphosphorylase
1px5,Q29599,2.7.7.84,2'-5' oligoadenylate synthase
3c1y,Q9WY43,2.7.7.85,diadenylate cyclase
5xzg,Q8C6L5,2.7.7.86,cyclic GMP-AMP synthase
3aje,Q970S6,2.7.7.87,L-threonylcarbamoyladenylate synthase
1hru,P45748,2.7.7.87,L-threonylcarbamoyladenylate synthase
5h5z,Q91DR9,2.7.7.88,GDP polyribonucleotidyltransferase
3k7d,P30870,2.7.7.89,[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase
5qk0,Q9UKK9,2.7.7.96,ADP-D-ribose pyrophosphorylase
4y7u,Q88QT2,2.7.7.99,N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase
2au3,O67465,2.7.7.101,DNA primase DnaG
6cbr,P0ABS5,2.7.7.101,DNA primase DnaG
2r6a,Q9X4D0,2.7.7.101,DNA primase DnaG
4ehs,P56064,2.7.7.101,DNA primase DnaG
2lzn,P63964,2.7.7.101,DNA primase DnaG
4edg,O05338,2.7.7.101,DNA primase DnaG
4rr2,P49642,2.7.7.102,DNA primase AEP
3l0m,Q5ZSQ3,2.7.7.108,protein adenylyltransferase
3nku,Q29ST3,2.7.7.108,protein adenylyltransferase
5jj6,Q23544,2.7.7.108,protein adenylyltransferase
4u04,Q9BVA6,2.7.7.108,protein adenylyltransferase
5jff,P20605,2.7.7.108,protein adenylyltransferase
3n3u,Q06277,2.7.7.108,protein adenylyltransferase
1no5,P43933,2.7.7.108,protein adenylyltransferase
5ckl,Q7DDR9,2.7.7.108,protein adenylyltransferase
3shg,E6Z0R3,2.7.7.108,protein adenylyltransferase
3let,Q87P32,2.7.7.108,protein adenylyltransferase
1f7l,P96618,2.7.8.7,holo-[acyl-carrier-protein] synthase
5xuk,O25488,2.7.8.7,holo-[acyl-carrier-protein] synthase
3gwm,A0R1H6,2.7.8.7,holo-[acyl-carrier-protein] synthase
2wds,O86785,2.7.8.7,holo-[acyl-carrier-protein] synthase
2cg5,Q9NRN7,2.7.8.7,holo-[acyl-carrier-protein] synthase
4mrt,P39135,2.7.8.7,holo-[acyl-carrier-protein] synthase
3hsi,P44704,2.7.8.8,CDP-diacylglycerol--serine O-phosphatidyltransferase
3l7i,Q5HLM5,2.7.8.12,teichoic acid poly(glycerol phosphate) polymerase
2d8c,Q8VCQ6,2.7.8.27,sphingomyelin synthase
3c3d,Q8PVT6,2.7.8.28,2-phospho-L-lactate transferase
4mnd,O29976,2.7.8.34,CDP-L-myo-inositol myo-inositolphosphotransferase
4xb6,P16685,2.7.8.37,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase
4xb6,P16686,2.7.8.37,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase
4xb6,P16687,2.7.8.37,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase
1kbl,P22983,2.7.9.1,"pyruvate, phosphate dikinase"
2ols,Q9K0I2,2.7.9.2,"pyruvate, water dikinase"
2zod,O67139,2.7.9.3,"selenide, water dikinase"
3u0o,P16456,2.7.9.3,"selenide, water dikinase"
3fd5,P49903,2.7.9.3,"selenide, water dikinase"
5ftq,Q9UM73,2.7.10.1,receptor protein-tyrosine kinase
3uim,Q94F62,2.7.10.1,receptor protein-tyrosine kinase
3rgz,O22476,2.7.10.1,receptor protein-tyrosine kinase
4liq,P07333,2.7.10.1,receptor protein-tyrosine kinase
3ejj,P09581,2.7.10.1,receptor protein-tyrosine kinase
6fex,Q08345,2.7.10.1,receptor protein-tyrosine kinase
2wuh,Q16832,2.7.10.1,receptor protein-tyrosine kinase
3i2t,P04412,2.7.10.1,receptor protein-tyrosine kinase
5x2a,P00533,2.7.10.1,receptor protein-tyrosine kinase
1x5a,Q60750,2.7.10.1,receptor protein-tyrosine kinase
6nk1,P29317,2.7.10.1,receptor protein-tyrosine kinase
4m4p,P54764,2.7.10.1,receptor protein-tyrosine kinase
1b0x,Q03137,2.7.10.1,receptor protein-tyrosine kinase
5zrz,Q60629,2.7.10.1,receptor protein-tyrosine kinase
1b4f,P29323,2.7.10.1,receptor protein-tyrosine kinase
6fnk,P54760,2.7.10.1,receptor protein-tyrosine kinase
3mzw,P04626,2.7.10.1,receptor protein-tyrosine kinase
1n8y,P06494,2.7.10.1,receptor protein-tyrosine kinase
2l9u,P21860,2.7.10.1,receptor protein-tyrosine kinase
3u7u,Q15303,2.7.10.1,receptor protein-tyrosine kinase
1xr0,P11362,2.7.10.1,receptor protein-tyrosine kinase
3ojm,P21802,2.7.10.1,receptor protein-tyrosine kinase
4hwu,P21803,2.7.10.1,receptor protein-tyrosine kinase
2lzl,P22607,2.7.10.1,receptor protein-tyrosine kinase
4qqt,P22455,2.7.10.1,receptor protein-tyrosine kinase
5u1m,P06213,2.7.10.1,receptor protein-tyrosine kinase
4pgz,P10721,2.7.10.1,receptor protein-tyrosine kinase
2o26,P05532,2.7.10.1,receptor protein-tyrosine kinase
5wno,P24348,2.7.10.1,receptor protein-tyrosine kinase
3brb,Q12866,2.7.10.1,receptor protein-tyrosine kinase
4r1v,P08581,2.7.10.1,receptor protein-tyrosine kinase
3ml4,Q61006,2.7.10.1,receptor protein-tyrosine kinase
3hkl,Q62838,2.7.10.1,receptor protein-tyrosine kinase
6d1z,P04629,2.7.10.1,receptor protein-tyrosine kinase
4at5,Q16620,2.7.10.1,receptor protein-tyrosine kinase
1wwc,Q16288,2.7.10.1,receptor protein-tyrosine kinase
3mjg,P09619,2.7.10.1,receptor protein-tyrosine kinase
2x2u,P07949,2.7.10.1,receptor protein-tyrosine kinase
4fww,Q04912,2.7.10.1,receptor protein-tyrosine kinase
6fg8,Q94AG2,2.7.10.1,receptor protein-tyrosine kinase
5myb,Q02763,2.7.10.1,receptor protein-tyrosine kinase
1rhf,Q06418,2.7.10.1,receptor protein-tyrosine kinase
5vxz,P30530,2.7.10.1,receptor protein-tyrosine kinase
1flt,P17948,2.7.10.1,receptor protein-tyrosine kinase
6gqq,P35968,2.7.10.1,receptor protein-tyrosine kinase
5dc4,P00519,2.7.10.2,non-specific protein-tyrosine kinase
3kfa,P00520,2.7.10.2,non-specific protein-tyrosine kinase
4eih,P42684,2.7.10.2,non-specific protein-tyrosine kinase
4hzr,Q07912,2.7.10.2,non-specific protein-tyrosine kinase
6di1,Q06187,2.7.10.2,non-specific protein-tyrosine kinase
3eaz,P41240,2.7.10.2,non-specific protein-tyrosine kinase
1jeg,P41241,2.7.10.2,non-specific protein-tyrosine kinase
1k9a,P32577,2.7.10.2,non-specific protein-tyrosine kinase
2a19,P19525,2.7.10.2,non-specific protein-tyrosine kinase
1x49,Q03963,2.7.10.2,non-specific protein-tyrosine kinase
6cb0,Q00944,2.7.10.2,non-specific protein-tyrosine kinase
1ow6,Q05397,2.7.10.2,non-specific protein-tyrosine kinase
1k40,P34152,2.7.10.2,non-specific protein-tyrosine kinase
4xek,Q14289,2.7.10.2,non-specific protein-tyrosine kinase
2kk6,P16591,2.7.10.2,non-specific protein-tyrosine kinase
4dyl,P07332,2.7.10.2,non-specific protein-tyrosine kinase
6ipy,P06241,2.7.10.2,non-specific protein-tyrosine kinase
4u5w,P08631,2.7.10.2,non-specific protein-tyrosine kinase
4qd6,Q08881,2.7.10.2,non-specific protein-tyrosine kinase
3s9k,Q03526,2.7.10.2,non-specific protein-tyrosine kinase
6n7a,P23458,2.7.10.2,non-specific protein-tyrosine kinase
5ut3,O60674,2.7.10.2,non-specific protein-tyrosine kinase
1yrk,Q05655,2.7.10.2,non-specific protein-tyrosine kinase
3uej,P28867,2.7.10.2,non-specific protein-tyrosine kinase
6b6u,P14618,2.7.10.2,non-specific protein-tyrosine kinase
2g50,P11974,2.7.10.2,non-specific protein-tyrosine kinase
5lma,P43405,2.7.10.2,non-specific protein-tyrosine kinase
2iim,P06239,2.7.10.2,non-specific protein-tyrosine kinase
1x6g,P42679,2.7.10.2,non-specific protein-tyrosine kinase
4bky,Q14680,2.7.10.2,non-specific protein-tyrosine kinase
2kgt,Q13882,2.7.10.2,non-specific protein-tyrosine kinase
5ng0,O43353,2.7.10.2,non-specific protein-tyrosine kinase
4hvw,P00523,2.7.10.2,non-specific protein-tyrosine kinase
6c4s,P12931,2.7.10.2,non-specific protein-tyrosine kinase
2buj,O75716,2.7.10.2,non-specific protein-tyrosine kinase
2dm0,P42681,2.7.10.2,non-specific protein-tyrosine kinase
4wov,P29597,2.7.10.2,non-specific protein-tyrosine kinase
5vd8,P30291,2.7.10.2,non-specific protein-tyrosine kinase
2y1n,P43403,2.7.10.2,non-specific protein-tyrosine kinase
5l4q,Q2M2I8,2.7.11.1,non-specific serine/threonine protein kinase
4f2l,P54645,2.7.11.1,non-specific serine/threonine protein kinase
2h6d,P54646,2.7.11.1,non-specific serine/threonine protein kinase
4hzr,Q07912,2.7.11.1,non-specific serine/threonine protein kinase
1cja,P80197,2.7.11.1,non-specific serine/threonine protein kinase
6hhj,P31749,2.7.11.1,non-specific serine/threonine protein kinase
1o6l,P31751,2.7.11.1,non-specific serine/threonine protein kinase
4p1n,W0T9X4,2.7.11.1,non-specific serine/threonine protein kinase
4c2v,Q6DE08,2.7.11.1,non-specific serine/threonine protein kinase
4af3,Q96GD4,2.7.11.1,non-specific serine/threonine protein kinase
3uim,Q94F62,2.7.11.1,non-specific serine/threonine protein kinase
4e01,Q00972,2.7.11.1,non-specific serine/threonine protein kinase
1k1f,P11274,2.7.11.1,non-specific serine/threonine protein kinase
5vam,P15056,2.7.11.1,non-specific serine/threonine protein kinase
3rgz,O22476,2.7.11.1,non-specific serine/threonine protein kinase
4i93,Q9FHD7,2.7.11.1,non-specific serine/threonine protein kinase
2wvi,O60566,2.7.11.1,non-specific serine/threonine protein kinase
6f7b,O43683,2.7.11.1,non-specific serine/threonine protein kinase
4bl0,P41695,2.7.11.1,non-specific serine/threonine protein kinase
4ww7,P53323,2.7.11.1,non-specific serine/threonine protein kinase
5ncm,P53894,2.7.11.1,non-specific serine/threonine protein kinase
4f9c,O00311,2.7.11.1,non-specific serine/threonine protein kinase
4au8,Q00535,2.7.11.1,non-specific serine/threonine protein kinase
2aao,Q06850,2.7.11.1,non-specific serine/threonine protein kinase
4mvf,O15865,2.7.11.1,non-specific serine/threonine protein kinase
3k21,Q9NJU9,2.7.11.1,non-specific serine/threonine protein kinase
2yex,O14757,2.7.11.1,non-specific serine/threonine protein kinase
3va4,O96017,2.7.11.1,non-specific serine/threonine protein kinase
2zfd,Q9LZW4,2.7.11.1,non-specific serine/threonine protein kinase
4czu,Q93VD3,2.7.11.1,non-specific serine/threonine protein kinase
2ehb,Q9LDI3,2.7.11.1,non-specific serine/threonine protein kinase
4gyw,P68400,2.7.11.1,non-specific serine/threonine protein kinase
4jr7,P15790,2.7.11.1,non-specific serine/threonine protein kinase
6hmq,P19784,2.7.11.1,non-specific serine/threonine protein kinase
3tac,O14936,2.7.11.1,non-specific serine/threonine protein kinase
1y74,O70589,2.7.11.1,non-specific serine/threonine protein kinase
1rso,Q62915,2.7.11.1,non-specific serine/threonine protein kinase
3akj,Q9ZKJ5,2.7.11.1,non-specific serine/threonine protein kinase
3p86,Q05609,2.7.11.1,non-specific serine/threonine protein kinase
6gy5,P53355,2.7.11.1,non-specific serine/threonine protein kinase
2a2a,Q9UIK4,2.7.11.1,non-specific serine/threonine protein kinase
5jk7,Q9Y4B6,2.7.11.1,non-specific serine/threonine protein kinase
5jzj,O15075,2.7.11.1,non-specific serine/threonine protein kinase
1wt6,Q09013,2.7.11.1,non-specific serine/threonine protein kinase
3dd9,Q06259,2.7.11.1,non-specific serine/threonine protein kinase
2jqj,P39009,2.7.11.1,non-specific serine/threonine protein kinase
2a19,P19525,2.7.11.1,non-specific serine/threonine protein kinase
1x49,Q03963,2.7.11.1,non-specific serine/threonine protein kinase
4g31,Q9NZJ5,2.7.11.1,non-specific serine/threonine protein kinase
1ukx,Q9QZ05,2.7.11.1,non-specific serine/threonine protein kinase
6hx1,O75460,2.7.11.1,non-specific serine/threonine protein kinase
4y8d,O14976,2.7.11.1,non-specific serine/threonine protein kinase
2yz0,P15442,2.7.11.1,non-specific serine/threonine protein kinase
4pte,P49841,2.7.11.1,non-specific serine/threonine protein kinase
5loh,Q96GX5,2.7.11.1,non-specific serine/threonine protein kinase
6g38,Q8TF76,2.7.11.1,non-specific serine/threonine protein kinase
5k98,P23874,2.7.11.1,non-specific serine/threonine protein kinase
4kik,O14920,2.7.11.1,non-specific serine/threonine protein kinase
6mib,Q13418,2.7.11.1,non-specific serine/threonine protein kinase
6ege,Q9NWZ3,2.7.11.1,non-specific serine/threonine protein kinase
2a9i,Q8R4K2,2.7.11.1,non-specific serine/threonine protein kinase
2rio,P32361,2.7.11.1,non-specific serine/threonine protein kinase
3enh,Q58530,2.7.11.1,non-specific serine/threonine protein kinase
4tl9,Q79PF4,2.7.11.1,non-specific serine/threonine protein kinase
5o33,P97924,2.7.11.1,non-specific serine/threonine protein kinase
5fqd,P48729,2.7.11.1,non-specific serine/threonine protein kinase
6gzm,P48730,2.7.11.1,non-specific serine/threonine protein kinase
2izr,Q9Y6M4,2.7.11.1,non-specific serine/threonine protein kinase
3ost,P25389,2.7.11.1,non-specific serine/threonine protein kinase
1ik7,Q05652,2.7.11.1,non-specific serine/threonine protein kinase
6b6u,P14618,2.7.11.1,non-specific serine/threonine protein kinase
2g50,P11974,2.7.11.1,non-specific serine/threonine protein kinase
2wnt,Q15418,2.7.11.1,non-specific serine/threonine protein kinase
3ubd,P18654,2.7.11.1,non-specific serine/threonine protein kinase
3kn6,O75582,2.7.11.1,non-specific serine/threonine protein kinase
4l44,P23443,2.7.11.1,non-specific serine/threonine protein kinase
2lpe,Q61097,2.7.11.1,non-specific serine/threonine protein kinase
5kkr,Q6VAB6,2.7.11.1,non-specific serine/threonine protein kinase
5l6w,P53667,2.7.11.1,non-specific serine/threonine protein kinase
1x6a,P53671,2.7.11.1,non-specific serine/threonine protein kinase
2yub,O54785,2.7.11.1,non-specific serine/threonine protein kinase
2zej,Q5S007,2.7.11.1,non-specific serine/threonine protein kinase
4u3y,O95819,2.7.11.1,non-specific serine/threonine protein kinase
3m2w,P49137,2.7.11.1,non-specific serine/threonine protein kinase
3fhr,Q16644,2.7.11.1,non-specific serine/threonine protein kinase
3ose,Q9P0L2,2.7.11.1,non-specific serine/threonine protein kinase
3fe3,P27448,2.7.11.1,non-specific serine/threonine protein kinase
1v5s,Q03141,2.7.11.1,non-specific serine/threonine protein kinase
3khf,O60307,2.7.11.1,non-specific serine/threonine protein kinase
4bky,Q14680,2.7.11.1,non-specific serine/threonine protein kinase
5wvd,Q9BUB5,2.7.11.1,non-specific serine/threonine protein kinase
2ac3,Q9HBH9,2.7.11.1,non-specific serine/threonine protein kinase
4aw2,O54874,2.7.11.1,non-specific serine/threonine protein kinase
4ual,Q9Y5S2,2.7.11.1,non-specific serine/threonine protein kinase
3ke6,P9WLZ7,2.7.11.1,non-specific serine/threonine protein kinase
5wby,P42345,2.7.11.1,non-specific serine/threonine protein kinase
2x4f,Q86YV6,2.7.11.1,non-specific serine/threonine protein kinase
2w5a,P51955,2.7.11.1,non-specific serine/threonine protein kinase
6mg9,Q5VST9,2.7.11.1,non-specific serine/threonine protein kinase
2vwi,O95747,2.7.11.1,non-specific serine/threonine protein kinase
1f3m,Q13153,2.7.11.1,non-specific serine/threonine protein kinase
1e0a,P35465,2.7.11.1,non-specific serine/threonine protein kinase
4xbr,O96013,2.7.11.1,non-specific serine/threonine protein kinase
2f57,Q9P286,2.7.11.1,non-specific serine/threonine protein kinase
4ks7,Q9NQU5,2.7.11.1,non-specific serine/threonine protein kinase
3dls,Q96RG2,2.7.11.1,non-specific serine/threonine protein kinase
5lvo,O15530,2.7.11.1,non-specific serine/threonine protein kinase
1phk,P00518,2.7.11.1,non-specific serine/threonine protein kinase
6gpu,P93025,2.7.11.1,non-specific serine/threonine protein kinase
3a99,P11309,2.7.11.1,non-specific serine/threonine protein kinase
2v1y,P32871,2.7.11.1,non-specific serine/threonine protein kinase
5dxt,P42336,2.7.11.1,non-specific serine/threonine protein kinase
4bfr,Q8BTI9,2.7.11.1,non-specific serine/threonine protein kinase
4wwo,P48736,2.7.11.1,non-specific serine/threonine protein kinase
1e7u,O02697,2.7.11.1,non-specific serine/threonine protein kinase
4ow8,P9WI83,2.7.11.1,non-specific serine/threonine protein kinase
5e10,P9WI81,2.7.11.1,non-specific serine/threonine protein kinase
2pzi,P9WI73,2.7.11.1,non-specific serine/threonine protein kinase
4esq,P9WI71,2.7.11.1,non-specific serine/threonine protein kinase
5xka,P9WI69,2.7.11.1,non-specific serine/threonine protein kinase
3p1a,Q99640,2.7.11.1,non-specific serine/threonine protein kinase
6cnh,Q13523,2.7.11.1,non-specific serine/threonine protein kinase
3iqu,P04049,2.7.11.1,non-specific serine/threonine protein kinase
1zar,O30245,2.7.11.1,non-specific serine/threonine protein kinase
6fai,P40160,2.7.11.1,non-specific serine/threonine protein kinase
4otp,Q9BRS2,2.7.11.1,non-specific serine/threonine protein kinase
4neu,Q13546,2.7.11.1,non-specific serine/threonine protein kinase
5ng0,O43353,2.7.11.1,non-specific serine/threonine protein kinase
4m66,Q9QZL0,2.7.11.1,non-specific serine/threonine protein kinase
3o0z,Q13464,2.7.11.1,non-specific serine/threonine protein kinase
2f2u,Q28021,2.7.11.1,non-specific serine/threonine protein kinase
2row,Q62868,2.7.11.1,non-specific serine/threonine protein kinase
4yzn,Q6XHB2,2.7.11.1,non-specific serine/threonine protein kinase
6fg8,Q94AG2,2.7.11.1,non-specific serine/threonine protein kinase
1xte,Q9ERE3,2.7.11.1,non-specific serine/threonine protein kinase
3h4j,O74536,2.7.11.1,non-specific serine/threonine protein kinase
3t4n,P06782,2.7.11.1,non-specific serine/threonine protein kinase
1th8,O32727,2.7.11.1,non-specific serine/threonine protein kinase
1u2h,Q15772,2.7.11.1,non-specific serine/threonine protein kinase
3uc4,Q940H6,2.7.11.1,non-specific serine/threonine protein kinase
3uc3,Q39193,2.7.11.1,non-specific serine/threonine protein kinase
1zyl,P0C0K3,2.7.11.1,non-specific serine/threonine protein kinase
5my8,Q96SB4,2.7.11.1,non-specific serine/threonine protein kinase
4fr4,Q8WU08,2.7.11.1,non-specific serine/threonine protein kinase
6eim,O94804,2.7.11.1,non-specific serine/threonine protein kinase
2wtk,Q15831,2.7.11.1,non-specific serine/threonine protein kinase
2buj,O75716,2.7.11.1,non-specific serine/threonine protein kinase
3a7i,Q9Y6E0,2.7.11.1,non-specific serine/threonine protein kinase
2xik,O00506,2.7.11.1,non-specific serine/threonine protein kinase
4geh,Q9P289,2.7.11.1,non-specific serine/threonine protein kinase
4lgd,Q13188,2.7.11.1,non-specific serine/threonine protein kinase
3com,Q13043,2.7.11.1,non-specific serine/threonine protein kinase
1tba,P51123,2.7.11.1,non-specific serine/threonine protein kinase
3uv5,P21675,2.7.11.1,non-specific serine/threonine protein kinase
4im0,Q9UHD2,2.7.11.1,non-specific serine/threonine protein kinase
6i0y,Q8WZ42,2.7.11.1,non-specific serine/threonine protein kinase
4hq1,P43298,2.7.11.1,non-specific serine/threonine protein kinase
1nty,O75962,2.7.11.1,non-specific serine/threonine protein kinase
1ia9,Q923J1,2.7.11.1,non-specific serine/threonine protein kinase
3e7k,Q925B3,2.7.11.1,non-specific serine/threonine protein kinase
4nfn,Q5TCY1,2.7.11.1,non-specific serine/threonine protein kinase
4wno,O75385,2.7.11.1,non-specific serine/threonine protein kinase
6fdy,Q6PHR2,2.7.11.1,non-specific serine/threonine protein kinase
3uto,Q23551,2.7.11.1,non-specific serine/threonine protein kinase
2rsv,Q99986,2.7.11.1,non-specific serine/threonine protein kinase
2v62,Q86Y07,2.7.11.1,non-specific serine/threonine protein kinase
5drb,Q9JIH7,2.7.11.1,non-specific serine/threonine protein kinase
6elm,Q9Y3S1,2.7.11.1,non-specific serine/threonine protein kinase
2v3s,Q96J92,2.7.11.1,non-specific serine/threonine protein kinase
2h7o,Q05608,2.7.11.1,non-specific serine/threonine protein kinase
4nkb,Q9GT24,2.7.11.1,non-specific serine/threonine protein kinase
2q8g,Q15118,2.7.11.2,[pyruvate dehydrogenase (acetyl-transferring)] kinase
